ID,DEVICETYPE,PLATFORM_ID,BIDREQUESTIP,USERPLATFORMUID,USERCITY,USERZIPCODE,USERAGENT,PLATFORMTYPE,CHANNELTYPE,URL,KEYWORDS,IS_HCP
142878,1,2.0,10244,8121,1627,24112.0,2227,3,0,2316,1682,0.0
142879,0,2.0,5996,6641,495,91711.0,1520,3,0,2384,59,0.0
142880,0,2.0,1058,3835,1422,75146.0,1520,3,0,545,326,0.0
142881,1,2.0,11640,8469,1410,98258.0,2326,3,0,540,105,0.0
142882,0,2.0,1862,15184,1890,10001.0,1520,3,0,1723,819,0.0
142883,0,10.0,12043,4313,488,452122198.0,1293,3,0,1847,626,1.0
142884,0,7.0,9065,9386,1890,10030.0,1508,3,0,824,1558,0.0
142885,0,2.0,5800,14629,352,1803.0,1531,3,0,2558,21,0.0
142886,0,2.0,2139,10503,2142,850518194.0,1420,3,0,1954,941,1.0
142887,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
142888,1,6.0,10304,17923,1957,1060.0,2280,2,0,1836,1648,0.0
142889,0,7.0,5067,14199,2593,10954.0,1598,3,0,1276,1397,0.0
142890,0,2.0,5867,17858,2599,63169.0,1540,3,0,1409,697,0.0
142891,1,2.0,12772,12924,942,75034.0,2326,3,0,1723,819,0.0
142892,0,9.0,2309,10373,1890,10035.0,1443,3,0,329,377,1.0
142893,1,2.0,4594,2453,2141,19138.0,2326,3,0,431,481,0.0
142894,1,2.0,11244,14513,696,60516.0,2058,3,0,477,527,1.0
142895,0,2.0,11546,16198,821,54788501.0,1696,3,0,754,188,1.0
142896,0,2.0,8939,14058,342,14221.0,1479,3,0,449,749,1.0
142897,0,2.0,14070,8955,1978,48237.0,1531,3,0,2305,0,0.0
142898,0,7.0,8824,9295,3060,120334035.0,1297,3,0,958,219,1.0
142899,0,2.0,10605,14343,236,59102.0,1367,3,0,2755,580,0.0
142900,0,7.0,6014,4495,2758,85710.0,1700,3,0,873,1469,0.0
142901,0,2.0,4889,10427,1890,10901.0,1225,3,0,545,326,0.0
142902,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
142903,1,7.0,13789,5019,3043,17402.0,2227,3,0,977,424,0.0
142904,0,2.0,7254,12613,1924,29841.0,1327,3,0,625,1108,0.0
142905,1,2.0,5420,13200,2169,60585.0,2119,3,0,742,159,1.0
142906,2,2.0,4687,13212,479,60602.0,1013,3,0,1871,1144,0.0
142907,0,2.0,3405,6709,324,11207.0,1531,3,0,2476,1675,0.0
142908,1,2.0,2707,8068,114,30340.0,2271,3,0,442,87,0.0
142909,0,2.0,5421,14705,1677,94025.0,1520,3,0,1450,415,0.0
142910,1,7.0,8173,8845,2988,28412.0,2326,3,0,1004,199,0.0
142911,0,7.0,6196,2563,341,90620.0,1607,3,0,955,734,1.0
142912,0,7.0,1467,6812,2599,63108.0,1326,3,0,1069,620,0.0
142913,1,2.0,3076,8337,2470,98102.0,2271,3,0,1316,291,0.0
142914,0,2.0,11253,3209,668,80218.0,1508,3,0,2238,137,0.0
142915,1,7.0,5759,455,2454,51053.0,2227,3,0,976,1311,0.0
142916,1,2.0,8704,10677,2116,61554.0,2296,3,0,442,87,0.0
142917,0,2.0,8581,9189,1690,75149.0,1369,3,0,526,437,0.0
142918,0,2.0,10665,11133,1991,92054.0,1700,3,0,2629,423,1.0
142919,1,2.0,1703,12069,1267,92620.0,2119,3,0,2573,121,1.0
142920,1,2.0,4214,14774,3060,,2227,3,0,526,437,0.0
142921,1,2.0,10883,8862,298,5301.0,1003,3,0,625,1108,0.0
142922,0,2.0,9585,7838,1314,64184.0,1232,3,0,2687,898,0.0
142923,1,7.0,8949,14177,2823,23456.0,2326,3,0,1048,2,0.0
142924,0,2.0,1914,8653,479,60607.0,1454,3,0,431,481,0.0
142925,0,2.0,9745,13822,1252,83401.0,1531,3,0,526,437,0.0
142926,0,2.0,7673,18033,2803,49795.0,1367,3,0,526,437,0.0
142927,1,7.0,13758,14377,2066,60074.0,2119,3,0,948,739,1.0
142928,0,5.0,2962,3201,2687,33635.0,1497,3,0,126,936,0.0
142929,1,2.0,1998,10753,2599,63169.0,729,3,0,2654,918,0.0
142930,0,10.0,1894,4708,2868,20037.0,1432,3,0,1847,626,1.0
142931,0,2.0,260,10058,591,51502.0,1740,3,0,1723,819,0.0
142932,1,2.0,989,14993,2583,29302.0,2058,3,0,656,667,1.0
142933,2,2.0,10550,7075,145,97411.0,1914,3,0,526,437,0.0
142934,0,2.0,9244,2747,1736,92692.0,1497,3,0,2565,413,0.0
142935,0,2.0,12954,6962,2724,91360.0,1520,3,0,442,87,0.0
142936,0,7.0,2970,11162,2409,92126.0,1268,3,0,893,1432,0.0
142937,1,2.0,3535,5253,1227,77092.0,2361,3,0,2524,718,0.0
142938,0,2.0,1511,15367,2321,55901.0,1532,3,0,2714,755,0.0
142939,1,2.0,4493,13217,459,28213.0,2361,3,0,545,326,0.0
142940,0,2.0,13745,5336,545,19426.0,1303,3,0,442,87,0.0
142941,0,2.0,2922,2180,2141,19151.0,1508,3,0,2738,226,0.0
142942,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
142943,1,7.0,13976,12489,2470,98160.0,1002,3,0,793,412,0.0
142944,1,2.0,11496,987,876,32003.0,2129,3,0,545,326,0.0
142945,0,2.0,2168,9074,722,27705.0,1518,3,0,2565,413,0.0
142946,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
142947,1,2.0,10034,12933,1643,296153593.0,2023,3,0,2325,732,1.0
142948,0,2.0,1284,6350,277,2210.0,1460,3,0,1507,149,1.0
142949,0,2.0,6633,1285,2991,6897.0,1508,3,0,2415,1374,0.0
142950,1,2.0,7367,6338,1521,908072617.0,2015,3,0,693,451,1.0
142951,1,2.0,10457,13708,488,45243.0,2119,3,0,2638,802,1.0
142952,0,2.0,14168,6266,2545,44139.0,1497,3,0,2452,456,0.0
142953,0,2.0,13216,8924,748,98802.0,1525,3,0,2605,637,0.0
142954,2,2.0,8175,495,1236,28078.0,1813,3,0,656,667,1.0
142955,1,2.0,12545,1545,784,95757.0,2227,3,0,2573,121,1.0
142956,0,2.0,3688,1293,125,787466445.0,1298,3,0,1576,120,1.0
142957,1,2.0,3266,3788,675,48204.0,461,3,0,545,326,0.0
142958,0,2.0,3178,9185,1258,46227.0,1368,3,0,2545,818,0.0
142959,1,2.0,4194,17452,1730,55408.0,1146,3,0,2561,234,0.0
142960,1,2.0,6540,14271,978,98335.0,2227,3,0,526,437,0.0
142961,1,2.0,2530,3912,479,60640.0,2135,3,0,1470,125,0.0
142962,1,2.0,4649,42,3060,,760,3,0,545,326,0.0
142963,1,2.0,7493,1422,1657,95519.0,2326,3,0,526,437,0.0
142964,0,2.0,11114,3006,904,33301.0,1513,3,0,2384,59,0.0
142965,0,2.0,6068,14424,777,62930.0,1520,3,0,526,437,0.0
142966,0,7.0,2416,11837,2142,85013.0,1520,3,0,827,1509,0.0
142967,0,2.0,1406,16869,638,95618.0,1367,3,0,467,435,0.0
142968,1,2.0,12545,3259,784,95757.0,2227,3,0,2573,121,1.0
142969,0,2.0,6194,5095,585,92627.0,1508,3,0,2238,137,0.0
142970,1,2.0,6193,14531,1300,64804.0,752,3,0,425,664,1.0
142971,1,7.0,13290,9825,1670,32901.0,913,3,0,1004,199,0.0
142972,1,2.0,12565,2984,662,74441647.0,2023,3,0,1657,995,1.0
142973,1,2.0,14202,13286,333,31525.0,278,3,0,2682,563,1.0
142974,0,2.0,9038,15184,655,11729.0,1531,3,0,1723,819,0.0
142975,0,2.0,5386,4960,307,6606.0,1508,3,0,551,192,1.0
142976,0,2.0,3800,2144,399,62901.0,1214,3,0,400,1529,1.0
142977,1,9.0,13752,3180,1797,60056.0,2132,3,0,272,27,1.0
142978,1,2.0,7274,16372,2409,92130.0,2058,3,0,487,587,1.0
142979,0,2.0,7134,14205,982,75645.0,1526,3,0,2517,3,0.0
142980,0,2.0,7857,14516,1890,10010.0,1372,3,0,1316,291,0.0
142981,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
142982,0,2.0,4777,14185,1877,70126.0,1711,3,0,2711,299,1.0
142983,0,2.0,3542,15541,2400,84107.0,1526,3,0,2337,400,0.0
142984,0,2.0,11565,2137,312,2135.0,1508,3,0,545,326,0.0
142985,0,7.0,2055,8082,2333,20852.0,1610,3,0,989,343,0.0
142986,0,2.0,5863,6352,664,70726.0,1520,3,0,431,481,0.0
142987,0,5.0,12135,11587,3051,85364.0,1508,3,0,126,936,0.0
142988,0,2.0,3499,10580,3060,,1330,3,0,2354,821,0.0
142989,0,7.0,9417,4654,1920,73072.0,1290,3,0,803,612,0.0
142990,0,2.0,2248,1146,2141,191112434.0,1539,3,0,2398,64,1.0
142991,0,14.0,2907,11738,2141,19139.0,1485,1,0,101,919,1.0
142992,0,2.0,9038,15184,655,11729.0,1497,3,0,1723,819,0.0
142993,0,9.0,8437,6722,3060,,1029,3,0,194,1170,0.0
¡-sTK:M~º-(íåâQÙgps67.comî)-K:÷MÆn~ºpE?vc=Il,7,,14256,18040,3060,,2379,4,1,2756,1170,0.0
142994,0,2.0,5281,15217,2411,94124.0,1740,3,0,369,617,1.0
142995,0,2.0,5009,14717,1364,78640.0,1497,3,0,2603,329,0.0
142996,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
142997,0,7.0,6115,3347,512,44118.0,1497,3,0,1075,68,0.0
142998,0,2.0,10579,11510,1212,96825.0,1508,3,0,2564,659,0.0
142999,2,2.0,14237,11670,856,48335.0,1755,3,0,2152,271,1.0
143000,0,5.0,6225,15352,1971,92567.0,1327,3,0,130,1188,0.0
143001,0,9.0,8462,6063,3060,,1036,3,0,288,1641,0.0
143002,0,5.0,5988,6420,2247,62305.0,1508,3,0,112,862,0.0
143003,0,2.0,6773,15028,324,11225.0,1314,3,0,1434,780,0.0
143004,0,7.0,5301,6140,240,35226.0,1520,3,0,1075,68,0.0
143005,0,2.0,194,5569,324,11204.0,1225,3,0,545,326,0.0
143006,2,2.0,9636,4649,240,480736710.0,1054,3,0,2629,423,1.0
143007,0,9.0,3003,14360,3060,722057101.0,1252,3,0,230,701,1.0
143008,0,2.0,12707,16600,253,60406.0,1604,3,0,1361,228,1.0
143009,1,2.0,528,6920,1610,30062.0,2058,3,0,1505,164,1.0
143010,0,2.0,13080,195,1780,7960.0,1531,3,0,1723,819,0.0
143011,1,10.0,10291,13768,2141,191044399.0,2058,3,0,1847,626,1.0
143012,0,2.0,1255,13533,2411,94142.0,1549,3,0,1998,383,1.0
143013,0,7.0,14173,13022,1336,44240.0,1368,3,0,851,1543,0.0
143014,0,5.0,8209,1961,970,28054.0,1497,3,0,126,936,0.0
143015,0,2.0,916,2372,1890,10016.0,1443,3,0,2387,621,1.0
143016,0,2.0,6887,8371,42,30005.0,1531,3,0,2391,1656,0.0
143017,0,2.0,1598,9050,2409,92103.0,1328,3,0,1723,819,0.0
143018,0,2.0,10194,7703,2295,94804.0,1497,3,0,1925,945,0.0
143019,0,2.0,5981,7181,3002,97496.0,1692,3,0,1316,291,0.0
143020,0,2.0,2378,17017,324,11206.0,1508,3,0,2342,579,0.0
143021,1,2.0,4506,11728,575,28031.0,2111,3,0,742,159,1.0
143022,0,2.0,12149,3578,249,48303.0,1417,3,0,740,1233,0.0
143023,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
143024,2,2.0,10401,8532,1441,89119.0,1904,3,0,545,326,0.0
143025,0,2.0,10678,4650,2568,6074.0,1371,3,0,2565,413,0.0
143026,0,2.0,11848,14792,1227,77055.0,1371,3,0,442,87,0.0
143027,0,2.0,7562,16339,3037,98902.0,1443,3,0,550,545,1.0
143028,0,2.0,5874,2011,2599,63169.0,1639,3,0,2633,366,0.0
143029,0,2.0,13452,15909,547,8108.0,1538,3,0,2687,898,0.0
143030,0,7.0,1288,10995,1297,15905.0,1497,3,0,1305,206,0.0
143031,2,2.0,12523,15501,1663,16335.0,1844,3,0,1769,78,1.0
143032,1,6.0,937,4907,391,91351.0,2100,2,0,1842,700,0.0
143033,1,2.0,3180,2732,2687,33603.0,441,3,0,742,159,1.0
143034,0,7.0,2416,11837,2142,85013.0,1520,3,0,827,1509,0.0
143035,0,2.0,11747,13693,1834,60565.0,1497,3,0,545,326,0.0
143036,0,2.0,10065,5007,459,28216.0,1364,3,0,431,481,0.0
143037,0,2.0,13477,1355,2596,19064.0,1369,3,0,1884,1533,0.0
143038,2,2.0,11945,6859,303,11717.0,688,3,0,442,87,0.0
143039,0,12.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
143040,0,2.0,10877,12459,1890,10019.0,1520,3,0,394,1158,0.0
143041,0,2.0,10289,2917,2220,19464.0,1443,3,0,2573,121,1.0
143042,0,1.0,3644,11024,652,48127.0,1491,0,0,1858,833,1.0
143043,0,2.0,8122,225,3041,10710.0,1328,3,0,2517,3,0.0
143044,0,14.0,1414,9172,555,43210.0,1508,1,0,101,919,1.0
143045,0,9.0,8456,15706,3060,,2372,3,0,317,1056,0.0
143046,0,2.0,12483,4002,262,33433.0,1328,3,0,1316,291,0.0
143047,0,2.0,10952,8859,904,33304.0,1330,3,0,2708,136,0.0
143048,1,2.0,5914,13759,2687,33647.0,2229,3,0,2627,52,1.0
143049,0,2.0,7320,3039,2703,92591.0,1485,3,0,2634,542,1.0
143050,0,15.0,7177,14196,672,50307.0,1741,1,0,102,1017,1.0
143051,0,7.0,2617,4761,1839,37203.0,1532,3,0,827,1509,0.0
143052,0,2.0,688,9829,722,27703.0,1368,3,0,1315,222,1.0
143053,0,2.0,1315,5687,975,62245.0,1476,3,0,778,798,1.0
143054,0,2.0,1529,2741,1265,52242.0,1476,3,0,398,1529,1.0
143055,0,2.0,35,7066,2868,20002.0,1206,3,0,2605,637,0.0
143056,1,2.0,12465,2281,2215,3801.0,1151,3,0,526,437,0.0
143057,1,2.0,6717,252,2201,12974.0,342,3,0,625,1108,0.0
143058,1,2.0,10213,6261,460,22903.0,2305,3,0,524,55,0.0
143059,0,2.0,13473,13470,1668,19063.0,1520,3,0,387,1534,0.0
143060,1,2.0,4600,5267,3060,,147,3,0,1316,291,0.0
143061,0,12.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
143062,0,7.0,7422,6958,967,75041.0,1369,3,0,955,734,1.0
143063,0,2.0,6695,12694,951,32601.0,1508,3,0,526,437,0.0
143064,0,2.0,6080,2126,1543,40207.0,1520,3,0,526,437,0.0
143065,1,2.0,14052,15189,1197,43528.0,2326,3,0,1470,125,0.0
143066,0,2.0,4096,7633,2455,60195.0,1305,3,0,431,481,0.0
143067,1,2.0,7595,4836,240,35216.0,339,3,0,1315,222,1.0
143068,1,6.0,6787,4460,1985,34476.0,2119,2,0,1835,757,0.0
143069,0,2.0,13278,5848,479,60610.0,1371,3,0,2337,400,0.0
143070,0,2.0,1833,1109,2456,12309.0,1515,3,0,2605,637,0.0
143071,2,2.0,8328,15306,2576,76092.0,1820,3,0,1314,190,1.0
143072,1,2.0,12149,15045,249,48303.0,1049,3,0,1871,1144,0.0
143073,0,2.0,13477,11308,2596,19064.0,1369,3,0,1884,1533,0.0
143074,0,7.0,8692,1635,2794,94590.0,1365,3,0,873,1469,0.0
143075,0,2.0,12887,6274,64,92806.0,1531,3,0,1452,124,0.0
143076,0,2.0,9745,13822,1252,83401.0,1531,3,0,526,437,0.0
143077,0,2.0,1862,15184,1890,10001.0,1508,3,0,1723,819,0.0
143078,1,10.0,10037,9713,667,76208.0,2119,3,0,1847,626,1.0
143079,0,3.0,5203,5068,3060,461319199.0,1752,3,0,163,338,1.0
143080,0,2.0,9690,14083,933,21703.0,1520,3,0,2565,413,0.0
143081,0,2.0,635,8682,620,95014.0,1333,3,0,1466,643,0.0
143082,0,2.0,5870,11960,2599,63169.0,1639,3,0,2654,918,0.0
143083,0,2.0,7752,10591,2214,97230.0,1508,3,0,2384,59,0.0
143084,0,2.0,13360,8345,1555,33558.0,1508,3,0,2605,637,0.0
143085,1,2.0,6836,11861,1897,5855.0,31,3,0,526,437,0.0
143086,0,7.0,7664,16135,2108,25434.0,1325,3,0,843,1577,0.0
143087,0,2.0,8143,7255,1545,1851.0,1525,3,0,2452,456,0.0
143088,1,7.0,4633,13488,3060,,849,3,0,930,521,0.0
143089,0,2.0,10670,8145,761,73013.0,1526,3,0,1469,729,0.0
143090,0,2.0,8568,6643,183,1730.0,1443,3,0,1370,778,1.0
143091,1,6.0,6820,4137,1187,2043.0,2271,2,0,1816,496,0.0
143092,1,9.0,11686,3272,3060,980043752.0,2005,3,0,348,364,1.0
143093,0,2.0,1848,4026,72,48105.0,1520,3,0,386,1534,0.0
143094,0,7.0,12032,5308,1515,92354.0,1233,3,0,995,585,0.0
143095,1,7.0,9265,7271,2747,48183.0,2227,3,0,1070,1627,0.0
143096,1,2.0,4287,3356,2758,85713.0,2316,3,0,1450,415,0.0
143097,0,7.0,5803,3619,1891,7112.0,1518,3,0,793,412,0.0
143098,0,7.0,3957,14171,458,25304.0,1364,3,0,1263,1594,0.0
143099,0,2.0,5560,1492,1974,62269.0,1520,3,0,431,481,0.0
143100,0,2.0,5729,17105,2099,7054.0,1497,3,0,1861,1123,0.0
143101,0,2.0,6758,17423,324,11204.0,1497,3,0,1723,819,0.0
143102,0,2.0,3899,3971,171,7002.0,1459,3,0,1325,482,1.0
143103,0,2.0,13212,15200,2321,55902.0,1300,3,0,2753,1633,1.0
143104,2,2.0,7464,7952,2074,34684.0,1844,3,0,1769,78,1.0
143105,0,2.0,6669,1631,1168,28602.0,1472,3,0,2519,351,1.0
143106,0,2.0,5978,1312,1901,2458.0,1349,3,0,2464,450,1.0
143107,0,2.0,12311,4147,2424,84092.0,1368,3,0,442,87,0.0
143108,0,2.0,4885,58,1890,10901.0,1225,3,0,545,326,0.0
143109,1,7.0,6961,14902,1930,29415.0,1045,3,0,1004,199,0.0
143110,0,2.0,11357,566,2981,8046.0,1497,3,0,637,61,0.0
143111,0,7.0,9624,4499,642,45429.0,1326,3,0,826,754,0.0
143112,1,2.0,4197,9860,1730,55409.0,573,3,0,425,664,1.0
143113,0,2.0,8217,9356,97,22202.0,1369,3,0,443,87,0.0
143114,0,2.0,1504,12290,1694,33178.0,1523,3,0,1730,819,0.0
143115,0,9.0,8433,839,3060,,1730,3,0,297,1179,0.0
143116,0,2.0,2368,5001,17,12208.0,1612,3,0,1322,15,0.0
143117,1,2.0,6993,2370,290,34209.0,2361,3,0,2166,889,0.0
143118,1,2.0,11930,8433,1342,7735.0,2109,3,0,2626,52,1.0
143119,0,2.0,1646,5860,1543,40242.0,1480,3,0,1343,1223,1.0
143120,0,7.0,7422,6958,967,75041.0,1369,3,0,955,734,1.0
143121,0,7.0,2477,10134,1123,68901.0,1690,3,0,866,1456,0.0
143122,0,2.0,1215,6890,401,92009.0,1508,3,0,497,1137,0.0
143123,1,2.0,4612,7465,2365,2119.0,2005,3,0,2330,370,1.0
143124,1,2.0,13628,10798,70,67002.0,2326,3,0,472,771,0.0
143125,1,2.0,1289,16349,49,16602.0,1947,3,0,2573,121,1.0
143126,1,2.0,7463,14797,290,34212.0,2146,3,0,742,159,1.0
143127,1,2.0,2054,9802,479,60602.0,2366,3,0,2565,413,0.0
143128,0,2.0,2330,13945,2400,84129.0,1508,3,0,1503,772,0.0
143129,0,2.0,7152,3679,125,78731.0,1544,3,0,1980,383,1.0
143130,2,2.0,9191,17610,2551,46619.0,1013,3,0,2199,318,1.0
143131,0,2.0,6349,16090,818,80516.0,1327,3,0,2342,579,0.0
143132,0,2.0,13153,8125,1111,17111.0,1491,3,0,479,239,0.0
143133,1,2.0,10421,9484,1357,16201.0,2326,3,0,2384,59,0.0
143134,0,4.0,7334,11747,1894,91320.0,1369,3,0,89,937,1.0
143135,0,2.0,8751,4833,1536,90060.0,1326,3,0,1900,984,0.0
143136,0,2.0,5415,12940,479,60605.0,1540,3,0,1646,57,0.0
143137,0,2.0,1862,16491,1890,10001.0,1520,3,0,1723,819,0.0
143138,1,7.0,4381,7207,114,30309.0,2361,3,0,793,412,0.0
143139,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
143140,1,7.0,3063,1345,1674,38125.0,2361,3,0,1015,649,0.0
143141,0,2.0,2127,292,1314,64133.0,1500,3,0,625,1108,0.0
143142,0,2.0,11301,8330,2202,48060.0,1531,3,0,1551,881,1.0
143143,2,2.0,8805,8629,1476,4240.0,1826,3,0,2150,1020,0.0
143144,0,2.0,1926,10524,1974,62269.0,1520,3,0,545,326,0.0
143145,1,2.0,3260,13236,675,48238.0,2227,3,0,2565,413,0.0
143146,0,2.0,1250,3012,2411,94142.0,1549,3,0,2046,383,1.0
143147,0,2.0,2233,16565,312,2135.0,1531,3,0,431,481,0.0
143148,0,2.0,6044,6669,1860,19720.0,1549,3,0,1867,1121,1.0
143149,1,2.0,4102,14006,1536,90022.0,2058,3,0,2439,657,1.0
143150,0,7.0,1379,14926,2435,93458.0,1326,3,0,831,1335,0.0
143151,0,2.0,5527,14442,722,27713.0,1505,3,0,2250,1524,0.0
143152,0,2.0,8368,2175,642,45419.0,1443,3,0,2680,804,1.0
143153,0,2.0,12917,4053,2141,19151.0,1520,3,0,609,1093,0.0
143154,0,2.0,13656,11088,1227,77095.0,1365,3,0,2525,875,0.0
143155,0,2.0,9745,13822,1252,83401.0,1531,3,0,526,437,0.0
143156,0,5.0,7693,6156,1227,77002.0,1508,3,0,107,1247,0.0
143157,0,7.0,8022,50,1931,60064.0,1485,3,0,874,1469,0.0
143158,0,2.0,13770,2515,2686,32312.0,1602,3,0,545,326,0.0
143159,0,2.0,1504,12290,1694,33178.0,1523,3,0,1730,819,0.0
143160,0,2.0,5995,13956,367,72519.0,1528,3,0,2605,637,0.0
143161,1,2.0,12892,10731,2831,44281.0,2326,3,0,2603,329,0.0
143162,0,2.0,9792,9636,125,78726.0,1506,3,0,2342,579,0.0
143163,0,2.0,3958,16766,2321,14612.0,1398,3,0,2573,121,1.0
143164,0,2.0,8217,1613,97,22202.0,1369,3,0,443,87,0.0
143165,0,7.0,11314,16586,2917,6119.0,1330,3,0,793,412,0.0
143166,1,2.0,670,9402,1694,33155.0,2271,3,0,540,105,0.0
143167,0,2.0,8718,15519,2380,95828.0,1520,3,0,549,360,0.0
143168,0,2.0,13731,12249,2596,62704.0,1251,3,0,755,189,0.0
143169,1,6.0,4928,7785,1830,83651.0,962,2,0,1816,496,0.0
143170,0,2.0,317,16796,1267,92620.0,1520,3,0,2307,283,0.0
143171,0,2.0,12916,8328,969,66032.0,1497,3,0,545,326,0.0
143172,1,9.0,12082,5442,3060,40748926.0,1977,3,0,257,795,1.0
143173,1,7.0,4155,6194,2855,12590.0,2326,3,0,844,1626,0.0
143174,0,7.0,5381,5797,3060,,1365,3,0,930,521,0.0
143175,1,7.0,10687,8037,1689,85212.0,646,3,0,926,273,1.0
143176,0,2.0,966,11782,1848,2492.0,1508,3,0,2565,413,0.0
143177,0,2.0,1862,15184,1890,10001.0,1508,3,0,1723,819,0.0
143178,2,2.0,9142,5408,2600,34772.0,1758,3,0,1768,78,1.0
143179,0,7.0,5267,10573,1727,53215.0,1531,3,0,962,1538,0.0
143180,0,2.0,1215,6890,401,92009.0,1508,3,0,497,1137,0.0
143181,1,2.0,3486,3507,3060,,838,3,0,540,105,0.0
143182,3,2.0,13078,8768,1193,8831.0,1195,3,0,431,481,0.0
143183,0,2.0,13858,3758,707,43016.0,1300,3,0,434,237,1.0
143184,0,13.0,5179,13121,1569,53719.0,1508,1,0,166,490,1.0
143185,0,2.0,10281,5809,279,80302.0,1531,3,0,442,87,0.0
143186,0,2.0,917,12245,1890,10016.0,1443,3,0,2387,621,1.0
143187,0,2.0,7831,2855,2273,98052.0,1691,3,0,2384,59,0.0
143188,0,2.0,11257,13966,2412,95126.0,1531,3,0,2564,659,0.0
143189,1,7.0,12381,8192,813,80110.0,2326,3,0,844,1626,0.0
143190,1,2.0,8780,12818,931,75763.0,883,3,0,769,45,0.0
143191,1,2.0,12482,16970,1087,33009.0,28,3,0,1316,291,0.0
143192,0,2.0,2573,1562,2823,23464.0,1531,3,0,545,326,0.0
143193,1,2.0,7526,2381,974,78628.0,2027,3,0,754,188,1.0
143194,1,2.0,4101,15512,2809,60061.0,2080,3,0,2275,386,1.0
143195,0,7.0,4052,8199,479,60608.0,1497,3,0,1037,1340,0.0
143196,0,2.0,5867,6035,2599,63169.0,1629,3,0,1469,729,0.0
143197,0,14.0,1417,9172,555,43220.0,1508,1,0,101,919,1.0
143198,1,2.0,12000,1468,2546,42503.0,2111,3,0,529,655,1.0
143199,0,2.0,1511,15367,2321,55901.0,1532,3,0,2714,755,0.0
143200,1,2.0,6554,778,890,54935.0,855,3,0,1925,945,0.0
143201,1,2.0,10963,9719,1076,7840.0,2326,3,0,2605,637,0.0
143202,0,9.0,8447,5411,3060,,1028,3,0,280,1241,0.0
143203,1,7.0,9209,65,1819,37129.0,2336,3,0,985,1585,0.0
143204,1,7.0,4517,4615,3060,,2271,3,0,1015,649,0.0
143205,0,2.0,197,13520,324,11204.0,1225,3,0,545,326,0.0
143206,0,2.0,7040,6377,2727,97141.0,1516,3,0,2337,400,0.0
143207,1,2.0,2001,10213,2599,63169.0,729,3,0,2648,832,0.0
143208,0,7.0,6120,6953,512,44124.0,1497,3,0,844,1626,0.0
143209,1,7.0,12222,8667,1369,30241.0,1994,3,0,849,1343,1.0
143210,1,2.0,5340,15242,897,56330.0,2227,3,0,2447,1250,0.0
143211,0,9.0,6902,5958,104,20149.0,1717,3,0,225,717,1.0
143212,1,2.0,13194,112,763,62025.0,591,3,0,2629,423,1.0
143213,0,2.0,638,10066,1334,53143.0,1362,3,0,574,441,0.0
143214,1,2.0,13140,11683,859,19053.0,47,3,0,1351,1223,1.0
143215,0,5.0,7490,7423,2440,34232.0,1508,3,0,126,936,0.0
143216,1,9.0,8697,16330,2625,95212.0,2111,3,0,326,22,1.0
143217,0,2.0,3068,7379,638,21182371.0,1618,3,0,2639,802,1.0
143218,0,2.0,12319,8302,2470,98118.0,1531,3,0,2517,3,0.0
143219,0,2.0,1443,7331,1088,14075.0,1531,3,0,2565,413,0.0
143220,1,10.0,4774,1749,2409,92103.0,1963,3,0,1847,626,1.0
143221,0,2.0,9441,13178,1192,7030.0,1368,3,0,1503,772,0.0
143222,1,2.0,4214,8785,3060,,2227,3,0,526,437,0.0
143223,0,7.0,14055,15044,951,30506.0,1671,3,0,931,1444,0.0
143224,1,2.0,5714,4442,2599,63169.0,1041,3,0,547,54,1.0
143225,0,2.0,5189,16879,277,2266.0,1538,3,0,1871,1144,0.0
143226,0,10.0,12003,9161,642,454313820.0,1361,3,0,1847,626,1.0
143227,0,2.0,8205,10621,2672,28584.0,1520,3,0,545,326,0.0
143228,0,2.0,5868,6985,2599,63169.0,1629,3,0,1409,697,0.0
143229,1,2.0,4004,15881,14,44310.0,391,3,0,2573,121,1.0
143230,0,7.0,8320,245,488,45241.0,1468,3,0,786,212,1.0
143231,0,2.0,2108,12977,2975,18702.0,1500,3,0,1968,993,0.0
143232,1,2.0,6471,15234,2175,75074.0,2361,3,0,2605,637,0.0
143233,0,2.0,8217,16315,97,22202.0,1369,3,0,443,87,0.0
143234,1,2.0,7219,16740,122,30907.0,2135,3,0,2573,121,1.0
143235,0,2.0,7376,2242,1638,7747.0,1476,3,0,2299,950,1.0
143236,0,2.0,7615,17844,916,76133.0,1692,3,0,623,168,0.0
143237,0,2.0,11667,7835,472,19013.0,1525,3,0,2565,413,0.0
143238,0,2.0,11027,11814,2586,99206.0,1517,3,0,1469,729,0.0
143239,0,7.0,7743,10027,22,87114.0,1497,3,0,1174,1600,1.0
143240,0,2.0,10796,3814,1307,96734.0,1508,3,0,2520,391,0.0
